claim_id,claimant_name,ssn,dob,injury_date,reported_date,injury_type,body_part,claim_status,adjuster_id,region,claim_amount,employee_id
CLM-02676,Matthew Clark,307-91-9672,1991-03-30,2025-02-15,02/15/2025,Laceration,Hand,CLOSED,ADJ-04,Bay Area,4519.05,EMP-W-3828
CLM-02677,Joseph Swanson,677-74-9771,1963-11-11,06-JUN-2024,2024-06-11,Strain,Neck,CLOSED,ADJ-02,Inland Empire,8364.65,EMP-W-3662
CLM-02678,Peter Williams,493-34-6461,1988-03-17,2024-07-06,2024-07-09,Laceration,Forearm,CLOSED,ADJ-15,Central Valley,3454.04,EMP-W-2126
CLM-02679,Jeffrey Mills,513-85-4014,11/23/1964,08/07/2024,2024-08-09,Laceration,Forearm,OPEN,ADJ-10,Northern CA,2441.51,EMP-W-1419
CLM-02680,Mr. Alexander Landry MD,502-27-5246,1962-03-07,2024-01-20,2024-01-24,Contusion,Shoulder,CLOSED,ADJ-03,Sacramento,4715.18,EMP-W-1545
CLM-02681,Kathryn Price,275-93-6803,19-AUG-2007,14-JUL-2024,2024-07-15,Sprain,Knee,OPEN,ADJ-08,Bay Area,5262.56,EMP-W-1944
CLM-02682,Russell Bailey,074-24-6208,1967-06-19,2024-08-17,21-AUG-2024,Contusion,Shoulder,CLOSED,ADJ-11,Inland Empire,4440.42,EMP-W-3045
CLM-02683,Rebecca Kaufman DDS,267-79-9954,1975-05-22,08/03/2024,08-AUG-2024,Burn,Face,OPEN,ADJ-11,Bay Area,8000.34,EMP-W-4701
CLM-02684,Kevin Marquez,066-81-9915,1984-05-22,2024-11-24,11/27/2024,Burn,Face,CLOSED,ADJ-11,Inland Empire,22682,EMP-W-2606
CLM-02685,Paul Gordon,403-52-3567,03-AUG-1962,2024-04-26,2024-05-01,Strain,Shoulder,CLOSED,ADJ-10,Central Valley,11197.37,EMP-W-3929
CLM-02686,Nicole Sanchez,064-84-6454,1975-02-18,2025-04-01,04/04/2025,Strain,Neck,CLOSED,ADJ-11,Central Valley,7526.3,EMP-W-3771
CLM-02687,Eric Reese,400-19-1936,1965-02-15,2024-06-29,07/01/2024,Contusion,Thigh,CLOSED,ADJ-10,Bay Area,5916.52,EMP-W-2767
CLM-02688,Steven Schroeder,895-89-7806,06/16/2004,2025-01-04,2025-01-08,Contusion,Hip,CLOSED,ADJ-04,Inland Empire,6295.27,EMP-W-3961
CLM-02689,Tammy Garcia,687-81-4037,08/04/2002,30-MAR-2024,2024-04-04,Fracture,Leg,CLOSED,ADJ-03,Central Valley,16641.86,EMP-W-3474
CLM-02690,Jeffrey Kennedy,426-47-2623,1994-04-25,2025-05-17,2025-05-21,Burn,Hand,CLOSED,ADJ-04,Inland Empire,17256.07,EMP-W-3990
CLM-02691,Martin Wilcox,644-21-9760,1983-01-11,05/25/2024,25-MAY-2024,Fracture,Leg,CLOSED,ADJ-09,Inland Empire,20569.37,EMP-W-3938
CLM-02692,Alex Barton,092-24-9631,2002-08-24,2024-08-14,2024-08-18,Strain,Lower Back,OPEN,ADJ-15,Northern CA,8271.75,EMP-W-4799
CLM-02693,Ronald Hines,795-90-1719,1975-11-25,2025-06-09,2025-06-10,Contusion,Thigh,OPEN,ADJ-04,Southern CA,6857.62,EMP-W-3876
CLM-02694,Shannon Miller,369-64-7898,1967-02-25,2024-02-16,2024-02-21,Laceration,Scalp,CLOSED,ADJ-06,Central Valley,3132.8,EMP-W-1851
CLM-02695,Heather Williams,710-18-9954,1966-01-19,2024-02-11,2024-02-16,Fracture,Hand,OPEN,ADJ-03,Sacramento,17231.46,EMP-W-3289
CLM-02696,Chelsea Lewis,226-89-6040,1986-01-24,2024-08-03,2024-08-08,Laceration,Hand,CLOSED,ADJ-12,Central Valley,7348.47,EMP-W-2035
CLM-02697,Susan Davis,817-31-5847,1971-03-31,2024-01-17,20-JAN-2024,Laceration,Forearm,CLOSED,ADJ-02,Inland Empire,5198.14,EMP-W-1598
CLM-02698,Shannon Miller,539-86-5076,1995-05-30,2024-11-29,12/03/2024,Strain,Shoulder,CLOSED,ADJ-13,Central Valley,8327.99,EMP-W-1851
CLM-02699,Joshua Garcia,553-62-5179,1988-11-23,09-JUN-2025,2025-06-13,Fracture,Arm,OPEN,ADJ-03,Sacramento,12306.97,EMP-W-1983
CLM-02700,Aaron Jennings,609-63-4260,09/22/1978,2024-07-19,2024-07-22,Burn,Arm,OPEN,ADJ-01,Central Valley,15912.43,EMP-W-2649
CLM-02701,Christina Robinson,512-56-1301,06/30/2001,2024-10-28,2024-10-29,Strain,Shoulder,OPEN,ADJ-02,Bay Area,10210.14,EMP-W-4870
CLM-02702,Misty Garcia,218-58-8707,10/04/1998,22-FEB-2024,2024-02-27,Strain,Lower Back,CLOSED,ADJ-08,Central Valley,9635.02,EMP-W-2121
CLM-02703,Theresa Clark,204-62-9457,1971-07-13,2025-06-22,06/23/2025,Strain,Neck,CLOSED,ADJ-04,Central Valley,3482.92,EMP-W-1224
CLM-02704,Katherine Welch,563-82-8172,1978-02-16,02/08/2025,2025-02-09,Burn,Face,CLOSED,ADJ-09,Inland Empire,8157.46,EMP-W-2086
CLM-02705,Stephen Anderson,886-83-9236,1990-07-11,2024-09-18,2024-09-21,Fracture,Hand,OPEN,ADJ-02,Southern CA,9186.08,EMP-W-3829
CLM-02706,Jason Herrera,622-72-1526,05/06/1991,23-JAN-2025,2025-01-24,Sprain,Wrist,CLOSED,ADJ-14,Central Valley,7227.24,EMP-W-1917
CLM-02707,Jeffery Long,770-39-7942,1977-03-29,2024-03-13,2024-03-17,Contusion,Shoulder,CLOSED,ADJ-07,Sacramento,2942.82,EMP-W-4779
CLM-02708,Kelly Moore,120-32-1856,06/15/2004,2024-07-05,2024-07-09,Laceration,Hand,OPEN,ADJ-01,Southern CA,2747.96,EMP-W-4862
CLM-02709,Tracy Wells,627-69-4148,1979-04-29,2024-12-26,2024-12-28,Sprain,Wrist,OPEN,ADJ-06,Inland Empire,5981.61,EMP-W-2851
CLM-02710,Curtis Campbell,285-31-7186,2005-01-11,2024-12-28,2025-01-01,Burn,Arm,CLOSED,ADJ-13,Northern CA,18311.76,EMP-W-2647
CLM-02711,Kurt Ewing,162-11-2321,1976-08-03,2024-08-30,09/01/2024,Sprain,Knee,OPEN,ADJ-14,Sacramento,5748.35,EMP-W-3020
CLM-02712,Brian Mendoza,383-64-9710,12/23/2006,2024-05-21,2024-05-24,Burn,Arm,CLOSED,ADJ-02,Bay Area,19744.8,EMP-W-2897
CLM-02713,Gerald Hensley,294-45-1857,1991-04-13,2024-05-23,05/24/2024,Burn,Arm,CLOSED,ADJ-04,Central Valley,26090.55,EMP-W-1062
CLM-02714,Alejandro Nguyen,236-49-5278,1998-12-05,2025-03-16,2025-03-20,Strain,Shoulder,OPEN,ADJ-02,Bay Area,7978.13,EMP-W-3051
CLM-02715,Evan Cooper,138-25-9996,29-MAY-1977,2024-09-03,09/08/2024,Strain,Lower Back,CLOSED,ADJ-11,Central Valley,4754.6,EMP-W-2926
CLM-02716,Daniel Bush,253-08-6659,1984-05-06,2025-05-27,2025-05-27,Burn,Hand,CLOSED,ADJ-01,Sacramento,11147.38,EMP-W-1582
CLM-02717,Daniel Campbell,831-21-8254,1974-02-11,2024-03-27,03/31/2024,Contusion,Shoulder,CLOSED,ADJ-13,Southern CA,3886.81,EMP-W-2781
CLM-02718,Douglas Watkins,477-55-4056,1964-09-09,2024-05-17,2024-05-19,Sprain,Wrist,OPEN,ADJ-04,Sacramento,4834.03,EMP-W-4186
CLM-02719,Peter Gilbert,344-02-0906,2008-02-26,2024-09-07,2024-09-09,Burn,Face,CLOSED,ADJ-11,Northern CA,14035.16,EMP-W-4206
CLM-02720,Peter Stephenson,659-38-4546,1986-03-22,2025-05-02,2025-05-04,Strain,Shoulder,OPEN,ADJ-03,Sacramento,8537.19,EMP-W-3393
CLM-02721,"Townsend, Tiffany",678-06-7270,1971-01-10,2025-02-08,2025-02-11,Sprain  ,Wrist,CLOSED,ADJ-12,central valley,3533.91,EMP-W-1864
CLM-02722,Cynthia Shaw,616-52-2574,17-DEC-2002,18-JUL-2024,2024-07-19,Laceration,Scalp,CLOSED,ADJ-08,Sacramento,2401.99,EMP-W-2738
CLM-02723,Patrick Mcneil,396-31-0258,1984-02-04,06/17/2024,2024-06-22,Sprain,Knee,OPEN,ADJ-02,Inland Empire,7461.13,EMP-W-2588
CLM-02724,Lauren Walker,285-82-5173,02/20/1999,02/29/2024,2024-03-05,Sprain,Knee,OPEN,ADJ-09,Southern CA,5271.26,EMP-W-2938
CLM-02725,Cynthia Bates,093-92-9672,1999-02-06,2024-05-12,2024-05-14,Strain,Lower Back,OPEN,ADJ-04,Sacramento,5785.35,EMP-W-2708
CLM-02726,Elizabeth Owens,634-81-7819,1971-02-14,2024-05-27,2024-06-19,Sprain,Wrist,OPEN,ADJ-13,Inland Empire,5824.93,EMP-W-4587
CLM-02727,Sandy Evans,187-09-2106,1997-11-07,03/01/2024,05-MAR-2024,Fracture,Arm,OPEN,ADJ-13,Northern CA,24476.98,EMP-W-2656
CLM-02728,Colton Martinez,110-41-6360,1998-09-21,2024-10-28,10/29/2024,Sprain,Wrist,OPEN,ADJ-09,Southern CA,7742.71,EMP-W-1332
CLM-02729,Julie Martin,249-71-7372,1963-05-18,2024-03-21,2024-03-25,Fracture,Wrist,CLOSED,ADJ-07,Sacramento,20887.85,EMP-W-4765
CLM-02730,Brian Ramirez,485-14-7856,1977-11-20,2024-12-09,2024-12-12,Strain,Lower Back,CLOSED,ADJ-08,Northern CA,12075.69,EMP-W-1016
CLM-02731,Ronald Santos,434-57-2653,1975-01-01,11/30/2024,2024-12-02,Burn,Face,OPEN,ADJ-01,Inland Empire,17311.8,EMP-W-4212
CLM-02732,Joyce Bowen,549-51-6973,1984-04-29,2024-01-25,2024-01-27,Laceration,Hand,OPEN,ADJ-08,Central Valley,6175.33,EMP-W-1275
CLM-02733,Angela Vaughn,763-97-7241,23-MAR-1994,2024-03-01,2024-03-03,Burn,Face,CLOSED,ADJ-02,Bay Area,25191.44,EMP-W-1183
CLM-02734,Stacey Clark,644-70-5246,1983-08-09,2024-07-17,2024-07-22,Strain,Neck,OPEN,ADJ-02,Northern CA,4484.63,EMP-W-3456
CLM-02735,John Cook,542-58-2479,1975-11-03,2025-04-14,04/18/2025,Strain,Shoulder,OPEN,ADJ-06,Sacramento,3872.98,EMP-W-4156
CLM-02736,James Rivers,351-63-8256,05/01/1981,2025-06-14,06/15/2025,Burn,Arm,CLOSED,ADJ-03,Sacramento,10808.54,EMP-W-2130
CLM-02737,Paul Ross,594-32-1916,1989-02-04,2024-08-03,08-AUG-2024,Laceration,Hand,CLOSED,ADJ-11,Inland Empire,5417.77,EMP-W-4104
CLM-02738,Raymond Wang,389-02-8569,18-FEB-2007,2025-06-07,2025-06-12,Sprain,Ankle,CLOSED,ADJ-07,Bay Area,5863.79,EMP-W-3544
CLM-02739,"Gonzalez, Michael",122-55-1878,04/26/1967,05/21/2025,2025-05-23,Fracture  ,Wrist,CLOSED,ADJ-15,inland empire,15464.04,EMP-W-2190
CLM-02740,Jessica Larsen,12-345-678,1963-10-10,15-JUL-2024,2024-07-18,Burn,Hand,CLOSED,ADJ-04,Sacramento,19889.67,EMP-W-2263
CLM-02741,Ross Wallace,318-78-5043,2003-12-01,2024-02-26,2024-02-26,Fracture,Wrist,CLOSED,ADJ-08,Bay Area,14235.72,EMP-W-4222
CLM-02742,"Caldwell, Corey",372-42-8356,1968-01-31,2024-01-14,2024-02-10,BURN,Arm,CLOSED,ADJ-04,inland empire,16650.25,EMP-W-3547
CLM-02743,Juan Keller MD,688-78-0578,24-MAR-1964,11/16/2024,2024-11-21,Burn,Hand,OPEN,ADJ-14,Central Valley,18650.3,EMP-W-3383
CLM-02744,Miss Tina Gordon,748-05-4258,10/03/1985,12/10/2024,2024-12-15,Fracture,Hand,CLOSED,ADJ-08,Inland Empire,-12328.87,EMP-W-2184
CLM-02745,Cole Andersen,217-76-8992,1962-09-13,03/01/2024,2024-03-28,Fracture,Leg,OPEN,ADJ-15,Southern CA,11172.47,EMP-W-3644
CLM-02746,Shannon Jones,053-73-9496,08/16/1995,2025-04-13,2025-04-18,Burn,Face,CLOSED,ADJ-11,Bay Area,15928.6,EMP-W-1055
CLM-02747,Joshua Martin,459-27-1205,1995-05-05,11-MAY-2024,2024-05-11,Burn,Arm,CLOSED,ADJ-05,Southern CA,16547.5,EMP-W-2927
CLM-02748,Michael Thompson,845-02-9667,1995-07-25,22-JAN-2025,2025-01-23,Fracture,Hand,CLOSED,ADJ-02,Inland Empire,21413.49,EMP-W-1935
CLM-02749,Ralph Dominguez,555-0100,1997-10-03,2024-12-28,2025-01-01,Burn,Hand,CLOSED,ADJ-04,Bay Area,25255.42,EMP-W-4293
CLM-02750,Mark Cox,575-14-3652,1962-09-04,2024-02-25,2024-02-28,Burn,Arm,CLOSED,ADJ-07,Central Valley,10696.54,EMP-W-1494
CLM-02751,Katherine Welch,268-53-6309,11/28/1971,07/21/2024,2024-07-22,Fracture,Arm,CLOSED,ADJ-08,Sacramento,13446.94,EMP-W-2086
CLM-02752,Reginald Diaz,177-99-2651,03/16/2001,2024-01-22,2024-01-22,Burn,Arm,CLOSED,ADJ-13,Bay Area,25128.69,EMP-W-2273
CLM-02753,Jane Reese,238-84-3613,07/23/1967,2025-04-17,04/17/2025,Burn,Arm,CLOSED,ADJ-06,Central Valley,20667.09,EMP-W-3530
CLM-02754,Patrick Norris,777-44-8128,1967-11-12,01/14/2025,16-JAN-2025,Sprain,Ankle,CLOSED,ADJ-04,Southern CA,6040,EMP-W-4745
CLM-02755,Eugene Baldwin,435-05-4551,03/15/1973,09-SEP-2024,10-SEP-2024,Contusion,Thigh,CLOSED,ADJ-07,Bay Area,7536.44,EMP-W-2085
CLM-02756,Vicki Horton,392-11-4343,08/24/1978,10/29/2024,2024-11-03,Fracture,Hand,OPEN,ADJ-12,Sacramento,11784.66,EMP-W-3560
CLM-02757,Brian Murphy,291-45-8196,2004-07-13,2024-08-10,2024-08-10,Sprain,Ankle,CLOSED,ADJ-07,Central Valley,5814.37,EMP-W-3550
CLM-02758,Stacy Rodriguez,147-77-6785,2002-01-10,2025-06-16,2025-06-20,Strain,Shoulder,CLOSED,ADJ-13,Southern CA,926.24,EMP-W-2893
CLM-02759,Dale Wright,139-03-9879,1974-05-08,2024-09-19,2024-09-19,Burn,Hand,OPEN,ADJ-12,Sacramento,16505.06,EMP-W-2369
CLM-02760,Garrett Riley,831-71-3152,1991-09-11,02-MAY-2024,05-MAY-2024,Strain,Shoulder,CLOSED,ADJ-04,Central Valley,6992.94,EMP-W-2874
CLM-02761,Daniel Nguyen,253-77-6426,1983-08-07,22-APR-2025,2025-04-26,Strain,Lower Back,OPEN,ADJ-15,Sacramento,7076.05,EMP-W-1575
CLM-02762,Jason Chaney,711-16-3119,1985-06-09,2024-04-16,04/21/2024,Burn,Arm,OPEN,ADJ-04,Sacramento,19195.59,EMP-W-3243
CLM-02763,Timothy Bentley DVM,196-37-2539,08/14/1983,2024-08-13,2024-08-13,Strain,Neck,CLOSED,ADJ-13,Inland Empire,10372.34,EMP-W-3598
CLM-02764,Mary Kennedy,863-02-9432,08-NOV-2006,05/26/2025,2025-05-29,Laceration,Hand,CLOSED,ADJ-09,N/A,3369.72,EMP-W-3482
CLM-02765,Kim Underwood,361-35-2172,2004-03-24,2024-10-19,24-OCT-2024,Laceration,Scalp,OPEN,ADJ-12,Central Valley,2300.77,EMP-W-3909
CLM-02766,Sarah Stewart,161-61-1177,1971-10-05,2024-04-13,2024-04-16,Strain,Shoulder,OPEN,ADJ-10,Central Valley,4144.54,EMP-W-4552
CLM-02767,Paul Castaneda,156-53-7699,1972-03-28,2024-05-24,25-MAY-2024,Sprain,Knee,OPEN,ADJ-10,Bay Area,2362.62,EMP-W-1161
CLM-02768,Mary Escobar,630-43-8301,1996-01-30,2025-05-04,05/07/2025,Sprain,Ankle,OPEN,ADJ-11,Northern CA,9619.27,EMP-W-1424
CLM-02769,Miranda Ortiz,881-16-9514,2004-08-24,10-MAY-2025,2025-05-13,Laceration,Scalp,OPEN,ADJ-14,Sacramento,4804.48,EMP-W-3857
CLM-02770,Brian Perkins,865-38-6305,1998-01-13,2024-03-03,2024-03-05,Burn,Hand,CLOSED,ADJ-06,Northern CA,18020.28,EMP-W-4964
CLM-02771,Jill Martin,355-82-8109,1972-02-23,2024-11-28,2024-11-29,Sprain,Wrist,CLOSED,ADJ-11,Sacramento,5144.86,EMP-W-3882
CLM-02772,Arthur Reed,888-94-6608,1989-04-15,2024-09-25,09/30/2024,Strain,Neck,CLOSED,ADJ-10,Southern CA,6417.76,EMP-W-2901
CLM-02773,Alexander Munoz,517-34-9889,1961-10-10,02/09/2024,2024-02-10,Burn,Face,CLOSED,ADJ-12,Sacramento,20926.27,EMP-W-9999
CLM-02774,John Dixon,704-43-3767,23-DEC-1988,23-MAR-2024,2024-03-26,Strain,Shoulder,CLOSED,ADJ-04,Central Valley,3882.77,EMP-W-2275
CLM-02775,Jessica Fields,665-55-7195,2005-06-08,2024-06-01,06/06/2024,Fracture,Wrist,CLOSED,ADJ-08,Central Valley,15047.98,EMP-W-4226
CLM-02776,Bryan King,514-27-3060,1963-08-17,08/14/2024,2024-08-18,Strain,Neck,CLOSED,ADJ-05,Inland Empire,10857.69,EMP-W-2993
CLM-02777,Robert Cummings,310-06-3398,1999-03-16,08/15/2024,08/17/2024,Fracture,Wrist,CLOSED,ADJ-09,Inland Empire,15038.8,EMP-W-1633
CLM-02778,Lucas Nguyen,413-36-8857,03/27/1962,2024-06-18,06/18/2024,Strain,Shoulder,CLOSED,ADJ-13,Bay Area,9471.43,EMP-W-3339
CLM-02779,Nicole Barker,074-15-5794,31-MAR-1980,04/09/2025,09-APR-2025,Contusion,Shoulder,CLOSED,ADJ-14,Bay Area,5353.32,EMP-W-2047
CLM-02780,Erica Alvarez,594-11-0353,2007-04-25,2025-06-24,2025-06-25,Sprain,Knee,CLOSED,ADJ-11,Central Valley,1156.69,EMP-W-1415
CLM-02781,Richard Bailey,830-19-5095,1995-02-10,2024-04-29,2024-05-03,Contusion,Thigh,CLOSED,ADJ-05,Northern CA,5280.87,EMP-W-4150
CLM-02782,Kerry Chavez DDS,566-82-9915,08-JUN-1970,16-MAR-2024,18-MAR-2024,Fracture,Arm,CLOSED,ADJ-02,Central Valley,17630.2,EMP-W-1353
CLM-02783,Lisa Durham,080-42-7866,03/20/2003,2024-11-25,2024-11-29,Burn,Face,OPEN,ADJ-02,Central Valley,14709.51,EMP-W-2696
CLM-02784,Michael Suarez,596-64-0290,27-APR-1988,2024-03-01,2024-03-05,Fracture,Hand,OPEN,ADJ-03,Southern CA,10939.95,EMP-W-3847
CLM-02785,Alejandro Deleon,384-07-8740,21-JAN-1976,2024-09-11,2024-09-13,Fracture,Hand,CLOSED,ADJ-15,Southern CA,16239.63,EMP-W-2051
CLM-02786,Carol Jackson,201-07-8610,21-FEB-2008,2024-09-17,09/20/2024,Fracture,Leg,CLOSED,ADJ-10,Central Valley,6782.09,EMP-W-3549
CLM-02787,Charles Goodman,054-44-6409,1973-07-07,2025-06-20,2025-06-25,Burn,Arm,OPEN,ADJ-11,Inland Empire,13622.44,EMP-W-3618
CLM-02788,Penny Gomez MD,408-06-7904,12/16/1961,17-MAR-2024,2024-03-21,Laceration,Scalp,CLOSED,ADJ-13,Sacramento,4840.95,EMP-W-2347
CLM-02789,Spencer Haynes,648-23-4662,1994-12-22,03/17/2024,19-MAR-2024,Sprain,Knee,OPEN,ADJ-04,Inland Empire,9482.82,EMP-W-1198
CLM-02790,Julia Brown,179-20-9766,1975-07-26,2025-05-18,05/21/2025,Sprain,Wrist,CLOSED,ADJ-14,Bay Area,9070.16,EMP-W-4211
CLM-02791,Randall Cox,178-18-9420,04/29/1992,2024-11-24,2024-11-24,Laceration,Forearm,CLOSED,ADJ-13,Southern CA,2648.9,EMP-W-4371
CLM-02792,Timothy Wallace,687-87-2862,1983-10-13,2024-01-17,2024-01-22,Strain,Shoulder,OPEN,ADJ-11,Bay Area,4238.15,EMP-W-3375
CLM-02793,Sara Hamilton,263-05-1838,1981-08-27,2025-03-20,2025-03-21,Burn,Face,CLOSED,ADJ-01,Sacramento,16506.57,EMP-W-4845
CLM-02794,Justin Glover,607-86-4077,1998-12-08,2024-05-16,19-MAY-2024,Laceration,Hand,CLOSED,ADJ-03,Inland Empire,3925.7,EMP-W-3348
CLM-02795,Matthew Ruiz,059-61-9405,1973-04-14,03/19/2025,2025-03-21,Contusion,Thigh,CLOSED,ADJ-04,Inland Empire,6491.21,EMP-W-4357
CLM-02796,Glenn Ford,755-35-7021,03/17/1976,2025-06-23,2025-06-27,Burn,Face,CLOSED,ADJ-14,Central Valley,12468.97,EMP-W-3193
CLM-02797,Caroline Morales,410-53-9809,1997-01-26,2025-04-14,04/17/2025,Fracture,Hand,CLOSED,ADJ-01,Central Valley,17438.92,EMP-W-3131
CLM-02798,James Howard,766-60-0514,2003-06-16,2024-03-16,03/16/2024,Laceration,Forearm,CLOSED,ADJ-03,Southern CA,3896.52,EMP-W-2136
CLM-02799,Laura Robertson,198-27-3875,12/12/1968,2025-04-29,2025-05-03,Strain,Shoulder,OPEN,ADJ-04,Southern CA,6892.45,EMP-W-2802
CLM-02800,John Garcia,335-24-0117,1991-01-19,2024-07-03,07/16/2024,Laceration,Hand,CLOSED,ADJ-07,Central Valley,1865.69,EMP-W-2123
CLM-02801,Danny Campbell,409-30-3787,1969-06-04,2024-01-31,2024-02-04,Burn,Arm,CLOSED,ADJ-06,Inland Empire,19284.42,EMP-W-4032
CLM-02802,Austin Briggs,708-58-1984,08-JUN-2002,11-AUG-2024,2024-08-14,Sprain,Ankle,OPEN,ADJ-07,Northern CA,6616.44,EMP-W-3555
CLM-02803,Tina Ballard,862-97-5452,07/28/1989,2025-05-09,05/10/2025,Sprain,Knee,CLOSED,ADJ-13,Southern CA,7862.46,EMP-W-1586
CLM-02804,Phillip Byrd,790-57-3814,2004-11-09,2024-06-27,2024-06-30,Burn,Hand,CLOSED,ADJ-15,Southern CA,20921.51,EMP-W-3538
CLM-02805,John Pierce,187-34-1793,1977-10-13,04/24/2025,2025-04-25,Burn,Face,CLOSED,ADJ-11,Bay Area,15151.53,EMP-W-1047
CLM-02806,Karl Branch,761-55-0356,1972-12-06,2024-03-24,2024-03-29,Laceration,Scalp,CLOSED,ADJ-12,Central Valley,4829.65,EMP-W-1703
CLM-02807,Shannon Rivera,377-61-1401,1995-05-19,2025-05-31,2025-06-01,Fracture,Hand,CLOSED,ADJ-04,Sacramento,26234.97,EMP-W-1245
CLM-02808,Kyle Collins,324-68-7612,1997-01-11,14-FEB-2024,2024-02-16,Burn,Face,CLOSED,ADJ-10,Inland Empire,25727.36,EMP-W-3011
CLM-02809,Christine Powers,265-21-4311,05/11/1969,27-APR-2025,2025-04-28,Laceration,Scalp,CLOSED,ADJ-12,Northern CA,4286.01,EMP-W-2157
CLM-02810,Michael Bennett DVM,161-38-8205,09/05/1982,2024-01-02,2024-01-07,Laceration,Forearm,CLOSED,ADJ-13,Northern CA,4385.12,EMP-W-3682
CLM-02811,Andrew Roberts,374-40-6824,1991-05-19,2024-11-13,2024-11-18,Strain,Shoulder,CLOSED,ADJ-11,Inland Empire,8528.78,EMP-W-2124
CLM-02812,Matthew Wright,223-10-3341,28-AUG-1991,2025-05-08,2025-05-11,Sprain,Wrist,CLOSED,ADJ-08,Southern CA,7343.47,EMP-W-2144
CLM-02813,Emily Lane,759-01-3147,1978-10-05,01/08/2025,2025-01-09,Fracture,Hand,OPEN,ADJ-07,Northern CA,22742.61,EMP-W-2677
CLM-02814,Joseph Ochoa,117-14-2060,03/20/1992,2024-04-21,2024-04-23,Contusion,Shoulder,CLOSED,ADJ-03,Northern CA,5932.49,EMP-W-1701
CLM-02815,Lori Alvarez,602-49-5860,1990-03-05,2024-10-03,2024-10-08,Strain,Neck,OPEN,ADJ-07,Inland Empire,12675.12,EMP-W-9999
CLM-02816,Darren Rodriguez,567-20-4767,07/30/1966,16-JUN-2025,06/18/2025,Burn,Face,CLOSED,ADJ-05,Sacramento,24424.42,EMP-W-3007
CLM-02817,Amanda Terrell,126-54-4591,1975-06-20,2025-05-22,2025-05-23,Sprain,Wrist,CLOSED,ADJ-08,Southern CA,6405.73,EMP-W-1762
CLM-02818,Brandi Haney,235-08-6971,1981-06-17,2024-04-24,04/27/2024,Contusion,Hip,CLOSED,ADJ-07,Southern CA,5594.41,EMP-W-1847
CLM-02819,Michelle Mcdowell,244-36-6924,1988-01-25,2025-03-05,06-MAR-2025,Burn,Arm,CLOSED,ADJ-06,Southern CA,13423.8,EMP-W-3114
CLM-02820,Frank Cordova,327-19-1059,1995-03-02,2024-06-28,21-JUL-2024,Laceration,Scalp,OPEN,ADJ-01,Southern CA,4660.47,EMP-W-1248
CLM-02821,Scott Greene,662-37-1695,1968-01-03,19-JAN-2024,20-JAN-2024,Laceration,Forearm,CLOSED,ADJ-01,Bay Area,3549.64,EMP-W-3138
CLM-02822,Kevin Morrow,708-28-7796,2005-12-01,2024-12-01,2024-12-01,Sprain,Knee,CLOSED,ADJ-14,Northern CA,7410.11,EMP-W-2976
CLM-02823,Holly Farmer,549-55-9448,01/17/2008,2024-05-26,2024-05-26,Laceration,Forearm,CLOSED,ADJ-02,Sacramento,2586.86,EMP-W-1368
CLM-02824,Dr. Paul Morgan,314-64-3940,1977-09-01,2024-11-14,2024-11-15,Sprain,Knee,CLOSED,ADJ-15,Bay Area,8309.02,EMP-W-1311
CLM-02825,Paula Lane,274-90-3652,1986-09-20,2024-11-02,2024-11-02,Contusion,Thigh,CLOSED,ADJ-05,Central Valley,6558.1,EMP-W-1567
CLM-02826,Emily Morris,079-86-7925,1983-03-23,16-MAR-2025,2025-03-17,Laceration,Hand,CLOSED,ADJ-02,Southern CA,6024.04,EMP-W-4470
CLM-02827,Lisa Walton,050-33-0068,10/24/1999,2024-12-11,12/12/2024,Contusion,Hip,CLOSED,ADJ-15,Northern CA,6840.42,EMP-W-4615
CLM-02828,Corey Caldwell,579-03-5367,09-MAR-2006,2024-02-26,2024-02-26,Sprain,Ankle,CLOSED,ADJ-13,Inland Empire,1731.21,EMP-W-3547
CLM-02829,Amber Martin,363-05-9814,1985-04-15,2024-03-30,03/30/2024,Burn,Arm,CLOSED,ADJ-01,Sacramento,20242.46,EMP-W-2164
CLM-02830,Allison Hickman,407-27-9935,2002-09-04,2024-07-10,2024-07-13,Sprain,Ankle,CLOSED,ADJ-05,Southern CA,8879.56,EMP-W-1371
CLM-02831,Robert Smith,182-95-7995,1996-05-11,07/15/2024,2024-07-19,Sprain,Ankle,CLOSED,ADJ-07,Central Valley,6663.49,EMP-W-4185
CLM-02832,Cathy Bell,618-18-9084,07/28/1971,2024-09-15,2024-10-04,Contusion,Hip,CLOSED,ADJ-09,Sacramento,4685.61,EMP-W-2996
CLM-02833,David Thompson,127-55-2865,2008-05-09,2024-11-02,2024-11-03,Contusion,Shoulder,OPEN,ADJ-14,Southern CA,6074.54,EMP-W-1340
CLM-02834,Paul Lewis,239-90-8030,1978-10-10,2024-05-01,2024-05-01,Contusion,Shoulder,OPEN,ADJ-12,Inland Empire,7268.11,EMP-W-1376
CLM-02835,Michael Henry,268-15-6056,08/29/2005,2024-12-11,2024-12-15,Laceration,Forearm,OPEN,ADJ-12,Southern CA,5374.27,EMP-W-1747
CLM-02836,Mark Moss,521-59-1074,2003-06-29,2024-05-20,05/21/2024,Contusion,Shoulder,CLOSED,ADJ-02,Inland Empire,2625.92,EMP-W-2814
