employee_id,full_name,job_class,hire_date,annual_wage,employer_id
EMP-W-3152,Debbie Gordon,Welder,2003-04-03,75166,EMP-136
EMP-W-3153,Sherry Anderson,Construction,2017-11-30,46758,EMP-121
EMP-W-3154,Joseph Thomas,Construction,2019-06-22,42639,EMP-102
EMP-W-3155,Andrew Anderson,Driver,2018-04-04,66037,EMP-119
EMP-W-3156,Sandy Adkins,Office,2023-05-26,72817,EMP-139
EMP-W-3157,Diane Mcdowell,Construction,2014-08-17,67985,EMP-122
EMP-W-3158,Pam Baker,Supervisor,2020-05-12,47429,EMP-103
EMP-W-3159,Steven Stewart,Warehouse,10/04/2015,74194,EMP-117
EMP-W-3160,Pamela Hernandez DVM,Laborer,09/25/2015,48610,EMP-105
EMP-W-3161,Rebecca Brown,Construction,2000-05-11,52612,EMP-105
EMP-W-3162,David Johnson,Office,2001-07-21,45008,EMP-112
EMP-W-3163,Michael Graham,Supervisor,07/06/2002,85420,EMP-138
EMP-W-3164,Tammy Williams MD,Laborer,25-JUL-2001,73401,EMP-123
EMP-W-3165,Karina Vasquez,Machinist,05-SEP-2006,72889,EMP-127
EMP-W-3166,Sharon Martinez,Office,12/06/2007,84449,EMP-123
EMP-W-3167,Sean White,Welder,2023-12-19,112627,EMP-122
EMP-W-3168,Jordan Nelson,Welder,10/01/2008,31233,EMP-128
EMP-W-3169,Laurie Silva,Warehouse,2020-07-31,48709,EMP-128
EMP-W-3170,Kelly Duncan,Construction,2005-11-13,50908,EMP-118
EMP-W-3171,Billy Tate,Office,2017-03-01,46685,EMP-126
EMP-W-3172,Stacy Johnson,Driver,2018-04-02,42603,EMP-109
EMP-W-3173,Melanie Long,Welder,2015-03-11,56606,EMP-130
EMP-W-3174,Tiffany Hood,Supervisor,2000-12-12,40101,EMP-104
EMP-W-3175,Brad Rivas,Driver,2007-08-28,68030,EMP-100
EMP-W-3176,Jordan Moses,Welder,2006-02-22,62930,EMP-126
EMP-W-3177,Abigail Booker,Construction,2016-08-31,70658,EMP-136
EMP-W-3178,Tiffany Nguyen,Warehouse,2018-05-15,71139,EMP-111
EMP-W-3179,Morgan Bernard,Welder,2007-05-22,72854,EMP-135
EMP-W-3180,Christine Williams,Laborer,07/04/2002,55278,EMP-119
EMP-W-3181,Erica Brown,Construction,2010-11-17,100180,EMP-135
EMP-W-3182,Trevor James,warehouse,2003-09-21,66219,EMP-101
EMP-W-3183,Christopher Hanna,Machinist,2024-05-26,28475,EMP-116
EMP-W-3184,Ann Phelps,Construction,2011-01-18,43957,EMP-107
EMP-W-3185,Richard Mitchell,Office,2011-08-10,30670,EMP-111
EMP-W-3186,Martha Martinez,Warehouse,2002-06-12,62312,EMP-101
EMP-W-3187,Jeffrey Drake MD,welder,2019-02-27,59807,EMP-131
EMP-W-3188,Bonnie Wade,Supervisor,2021-07-08,53568,EMP-137
EMP-W-3189,Kayla Burns,Office,16-DEC-2002,98196,EMP-116
EMP-W-3190,Karen Hart,Driver,02/27/2003,71881,EMP-123
EMP-W-3191,Peter Shepherd,Laborer,2001-07-09,75069,EMP-116
EMP-W-3192,Jessica Simmons,Laborer,2017-03-16,45240,EMP-109
EMP-W-3193,Glenn Ford,Construction,2010-03-04,44015,EMP-108
EMP-W-3194,Michael Moore,Machinist,2008-06-24,62662,EMP-103
EMP-W-3195,Mark Warren IV,Supervisor,12-APR-2012,65114,EMP-126
EMP-W-3196,Terry Woods,Laborer,07/17/2008,28586,EMP-118
EMP-W-3197,Carl Leach,Driver,2011-06-06,58754,EMP-132
EMP-W-3198,Kelly Phillips,Machinist,2015-10-26,62253,EMP-106
EMP-W-3199,Billy Williams,Supervisor,2017-01-05,58127,EMP-120
EMP-W-3200,Jeffery Davis,Welder,01/03/2011,47358,EMP-123
EMP-W-3201,Laura King,Supervisor,18-MAR-2020,52288,EMP-109
EMP-W-3202,Brad Gordon,Machinist,07-DEC-2023,58816,EMP-133
EMP-W-3203,Matthew White,Supervisor,11/21/2011,63634,EMP-131
EMP-W-3204,James Miller,Supervisor,2006-01-11,72886,EMP-110
EMP-W-3205,Elizabeth Matthews,Warehouse,2019-12-01,81455,EMP-109
EMP-W-3206,Michael Hanson,Warehouse,12/06/2001,56701,EMP-112
EMP-W-3207,Vincent Savage,Driver,2000-12-06,53789,EMP-126
EMP-W-3208,Cody Burgess,Driver,11/09/2003,69877,EMP-107
EMP-W-3209,Shelby Rodriguez,Laborer,08/16/2018,72995,EMP-130
EMP-W-3210,Abigail Wilson,Welder,2008-11-21,54184,EMP-123
EMP-W-3211,John Holt,Construction,2018-04-11,76227,EMP-138
EMP-W-3212,Tracy Guzman,Supervisor,2001-01-17,79632,EMP-111
EMP-W-3213,Mr. William Ward,Laborer,2010-11-05,85250,EMP-107
EMP-W-3214,Melissa Foster,Machinist,2014-07-15,94009,EMP-109
EMP-W-3215,Calvin Smith,Welder,2014-05-07,46404,EMP-108
EMP-W-3216,Alan Waller,Machinist,2015-02-05,62250,EMP-105
EMP-W-3217,Christine Wong,Driver,2005-06-15,62202,EMP-104
EMP-W-3218,Jessica Garrett,Construction,2023-09-01,60234,EMP-127
EMP-W-3219,Cheryl Turner,Warehouse,08/09/2022,50313,EMP-106
EMP-W-3220,John Johnson,Laborer,2023-01-15,35259,EMP-130
EMP-W-3221,Christian Park,Welder,03/06/2019,63668,EMP-102
EMP-W-3222,Kaitlyn Heath,Welder,07/16/2021,48169,EMP-100
EMP-W-3223,Christina Hudson,Driver,2020-03-07,63547,EMP-138
EMP-W-3224,Amber Smith,Warehouse,19-APR-2015,47707,EMP-111
EMP-W-3225,Michelle Petty,Laborer,2008-09-28,42206,EMP-105
EMP-W-3226,Nancy Larson,Welder,2017-12-25,66217,EMP-137
EMP-W-3227,Donna Freeman,Supervisor,2008-11-28,64716,EMP-110
EMP-W-3228,Mr. Logan Gregory,Warehouse,01/20/2002,72427,EMP-132
EMP-W-3229,Katherine Klein,Driver,2021-06-12,101345,EMP-137
EMP-W-3230,Jennifer Stewart,Warehouse,2023-11-19,66991,EMP-112
EMP-W-3231,Steven Butler,Machinist,2011-11-14,70731,EMP-134
EMP-W-3232,Johnny Mcmillan,Driver,04/26/2024,42603,EMP-113
EMP-W-3233,Michael Smith,Construction,2001-11-23,38835,EMP-123
EMP-W-3234,Corey Cooper,Construction,16-MAR-2016,90490,EMP-106
EMP-W-3235,Daniel Stout,Supervisor,2016-05-25,45377,EMP-124
EMP-W-3236,Lance Kirby,Warehouse,27-JUN-2005,43209,EMP-132
EMP-W-3237,Bonnie Carter,Office,2014-04-21,61296,EMP-107
EMP-W-3238,Toni Whitaker,Driver,05/31/2010,60376,EMP-129
EMP-W-3239,Morgan Flynn,Machinist,2019-07-25,45754,EMP-131
EMP-W-3240,Sarah Howell,Welder,2008-04-22,56510,EMP-135
EMP-W-3241,Paul Estrada,Driver,09-SEP-2022,84128,EMP-120
EMP-W-3242,Curtis Obrien,Driver,2002-05-14,47492,EMP-124
EMP-W-3243,Jason Chaney,Construction,2011-10-16,36913,EMP-138
EMP-W-3244,Daniel Williams,Construction,07/08/2010,78966,EMP-114
EMP-W-3245,Stanley Kelly,Welder,2006-03-30,70861,EMP-127
EMP-W-3246,Ronald Kline,Driver,2016-01-16,50830,EMP-130
EMP-W-3247,Arthur Jordan,Machinist,2008-01-11,33520,EMP-100
EMP-W-3248,Barbara Walker,Driver,2002-06-16,48596,EMP-125
EMP-W-3249,Gerald Kelly,Driver,2004-11-10,61015,EMP-107
EMP-W-3250,Shawn Adams,Office,2018-01-30,82982,EMP-125
EMP-W-3251,Michael Robertson,Machinist,2019-12-13,43341,EMP-104
EMP-W-3252,Michelle House,Warehouse,2008-03-12,60478,EMP-121
EMP-W-3253,Jim Skinner,Office,12-JUL-2015,74152,EMP-107
EMP-W-3254,Brian Bishop,Office,24-JAN-2014,28000,EMP-131
EMP-W-3255,Theresa Colon,Welder,2012-01-07,80608,EMP-125
EMP-W-3256,Brian Soto,Construction,07/15/2008,40715,EMP-138
EMP-W-3257,Susan Moore,Construction,15-MAY-2006,67975,EMP-132
EMP-W-3258,Jeremy Hunter,Machinist,01/01/2012,66440,EMP-129
EMP-W-3259,Annette Holland,Driver,2019-08-31,81522,EMP-116
EMP-W-3260,Chad Allison,Construction,2002-07-24,71916,EMP-114
EMP-W-3261,Jason Mack,Laborer,2018-06-22,28000,EMP-106
EMP-W-3262,Robert Peterson,Driver,2022-02-21,47873,EMP-131
EMP-W-3263,Angela Watson,Machinist,2023-04-24,64487,EMP-124
EMP-W-3264,Heather Ortega,Machinist,11/05/2009,58490,EMP-119
EMP-W-3265,Paul Fisher,Driver,2020-03-10,70596,EMP-133
EMP-W-3266,Robert Gutierrez,Construction,2002-06-07,76208,EMP-112
EMP-W-3267,Jimmy Phelps,Construction,06-MAY-2011,72952,EMP-131
EMP-W-3268,Heidi Johnson,Welder,2001-11-13,58143,EMP-134
EMP-W-3269,Adam Drake,Laborer,2009-02-05,28765,EMP-102
EMP-W-3270,Angela Edwards,Driver,2005-03-16,53801,EMP-124
EMP-W-3271,Mrs. Amy Malone,Supervisor,04/27/2004,69494,EMP-124
EMP-W-3272,Margaret Orr,Construction,2004-08-29,42371,EMP-102
EMP-W-3273,Mark Reeves,Machinist,2023-01-14,73362,EMP-135
EMP-W-3274,Kelly Phillips,Machinist,2010-12-01,78351,EMP-131
EMP-W-3275,Michael Spencer,Machinist,2005-03-11,64283,EMP-119
EMP-W-3276,Patrick Blankenship,Construction,2007-01-22,28000,EMP-107
EMP-W-3277,Douglas Rose,Construction,2002-07-04,38994,EMP-130
EMP-W-3278,Melody Griffin,Laborer,2017-07-02,95951,EMP-125
EMP-W-3279,Joshua Kramer,Construction,2012-09-11,52162,EMP-137
EMP-W-3280,Melissa Barron,Supervisor,2007-07-26,28000,EMP-118
EMP-W-3281,Jennifer Gonzalez,Laborer,2010-02-19,84234,EMP-101
EMP-W-3282,Andrew Cook,Machinist,2022-06-27,62240,EMP-123
EMP-W-3283,Natalie Martinez,Laborer,2008-11-11,81888,EMP-121
EMP-W-3284,Diane Davis DDS,Driver,2007-06-10,66985,EMP-127
EMP-W-3285,Nicole Moore,Supervisor,2009-01-11,70254,EMP-126
EMP-W-3286,Robert Vargas,Laborer,10/02/2008,68534,EMP-115
EMP-W-3287,Raymond Barber,Warehouse,2013-05-28,74554,EMP-119
EMP-W-3288,Mrs. Amy Watson,Driver,09/13/2020,102993,EMP-119
EMP-W-3289,Heather Williams,Supervisor,2019-05-18,79478,EMP-110
EMP-W-3290,Belinda Evans,Supervisor,2023-08-18,33553,EMP-102
EMP-W-3291,Jody Bird,Office,2003-11-02,70039,EMP-136
EMP-W-3292,Virginia Cunningham,Office,03-JUN-2001,82546,EMP-117
EMP-W-3293,Lori Ferguson,Construction,2023-08-06,83648,EMP-137
EMP-W-3294,Hayley Mitchell,Supervisor,2023-07-07,54321,EMP-124
EMP-W-3295,Michelle Chambers,Supervisor,2007-01-02,82969,EMP-136
EMP-W-3296,Kelly Wright,Construction,02/16/2020,78699,EMP-106
EMP-W-3297,Kevin Carson,Supervisor,11-APR-2015,108305,EMP-131
EMP-W-3298,Brent Dawson,Supervisor,2001-12-16,48499,EMP-110
EMP-W-3299,Angela Brown,Supervisor,2011-01-28,52866,EMP-127
EMP-W-3300,Karen Griffin,Construction,2015-06-18,56489,EMP-104
EMP-W-3301,Joseph Chapman,Warehouse,2000-06-22,53176,EMP-118
EMP-W-3302,Jennifer Baker,Laborer,2012-08-13,45979,EMP-119
EMP-W-3303,Mr. Jeremiah Galvan MD,Warehouse,2006-06-24,28000,EMP-139
EMP-W-3304,Samantha Thomas,Driver,2020-05-21,54175,EMP-137
EMP-W-3305,Michael Anderson,Welder,2009-05-27,68648,EMP-104
EMP-W-3306,Sharon Wilson,Construction,09/09/2000,53122,EMP-127
EMP-W-3307,John Francis,Supervisor,2015-02-07,96836,EMP-104
EMP-W-3308,Jaclyn Crane,Welder,21-DEC-2010,62240,EMP-127
EMP-W-3309,Jennifer Martinez,Supervisor,2000-04-16,85238,EMP-112
EMP-W-3310,Amanda Hernandez,Office,04-DEC-2005,66705,EMP-116
EMP-W-3311,William Turner,Construction,2001-05-24,76875,EMP-135
EMP-W-3312,Dr. Charles Lawrence,Laborer,2016-05-30,67026,EMP-133
EMP-W-3313,Steven Small,Construction,02/22/2016,86638,EMP-113
EMP-W-3314,Robert Burns,Welder,20-JUL-2003,63006,EMP-134
EMP-W-3315,Gregory Harrell,Laborer,2005-01-20,70930,EMP-133
EMP-W-3316,Kenneth Knight,Supervisor,2015-07-06,68593,EMP-129
EMP-W-3317,Rachael Alvarez,Warehouse,2017-11-19,56810,EMP-109
EMP-W-3318,Lisa Gill,Office,16-JAN-2011,69289,EMP-126
EMP-W-3319,Julia Cole,driver,2010-03-21,102218,EMP-113
EMP-W-3320,Sean Nguyen,Welder,2006-01-04,57132,EMP-118
EMP-W-3321,Mary Ortiz,Welder,22-APR-2017,69550,EMP-138
EMP-W-3322,James Weaver,Office,2013-12-02,84640,EMP-115
EMP-W-3323,Stacy Fitzgerald,Machinist,2019-06-02,82524,EMP-112
EMP-W-3324,Sharon Mann,Warehouse,09-APR-2023,62210,EMP-119
EMP-W-3325,Rebecca Zimmerman,Construction,2003-09-10,28000,EMP-135
EMP-W-3326,Becky Hansen,Office,12-DEC-2004,71300,EMP-102
EMP-W-3327,Luke Ray,Machinist,2015-06-14,28000,EMP-117
EMP-W-3328,Kelly Lopez,Laborer,23-MAY-2018,88458,EMP-116
EMP-W-3329,Steven Martinez,Machinist,01/19/2012,65050,EMP-102
EMP-W-3330,Catherine Smith,Laborer,09/19/2002,79994,EMP-103
EMP-W-3331,Danielle Thornton,Supervisor,2020-09-29,45761,EMP-138
EMP-W-3332,Jill Roman,Driver,2011-02-22,34054,EMP-126
EMP-W-3333,Jennifer Williams,Driver,03/17/2008,66693,EMP-125
EMP-W-3334,Allison Kim,Warehouse,17-MAR-2018,61395,EMP-107
EMP-W-3335,Scott Stewart,Driver,2002-01-26,53152,EMP-133
EMP-W-3336,Brian Garcia,Welder,2000-12-13,63523,EMP-131
EMP-W-3337,Charles Scott,warehouse,06/18/2020,111813,EMP-138
EMP-W-3338,Eric Russell,Supervisor,2019-01-10,77021,EMP-121
EMP-W-3339,Lucas Nguyen,Warehouse,01/08/2007,80890,EMP-127
EMP-W-3340,Anthony Price,Machinist,2014-09-25,77190,EMP-106
EMP-W-3341,Jason Nguyen,Warehouse,2016-08-27,88630,EMP-117
EMP-W-3342,Ronald Martinez,Office,2004-10-18,58578,EMP-116
EMP-W-3343,Paul Willis,Construction,01/01/2022,28000,EMP-134
EMP-W-3344,Paul Cruz Jr.,Driver,2007-09-14,58605,EMP-120
EMP-W-3345,John Russell,Office,2000-01-12,76611,EMP-130
EMP-W-3346,Mr. David Mercado,Welder,06/17/2013,44543,EMP-109
EMP-W-3347,Victor Leonard,Construction,03/24/2008,58825,EMP-123
EMP-W-3348,Justin Glover,Laborer,09/08/2010,49548,EMP-138
EMP-W-3349,Jason Miller,Laborer,2022-12-13,89036,EMP-115
EMP-W-3350,Christina Faulkner,Office,2013-03-01,75490,EMP-119
EMP-W-3351,William Casey,Driver,2008-03-26,73727,EMP-134
EMP-W-3352,Jessica Buck,Construction,2013-11-28,73188,EMP-124
EMP-W-3353,Aaron Marshall,Office,02/28/2024,61329,EMP-116
EMP-W-3354,Donna Stanton,Driver,2011-01-06,65556,EMP-115
EMP-W-3355,Timothy Olson,Warehouse,03/04/2011,40666,EMP-110
EMP-W-3356,Sara James,Supervisor,2004-10-28,28000,EMP-126
EMP-W-3357,Mark Richards,Welder,2022-12-28,64701,EMP-105
EMP-W-3358,Amber Stevenson,Construction,2002-06-16,67831,EMP-126
EMP-W-3359,Elizabeth Foster,Office,08/02/2009,83766,EMP-106
EMP-W-3360,Charles Hawkins,Welder,04/26/2017,90284,EMP-132
EMP-W-3361,Jeffrey Bishop,Supervisor,07/14/2021,90259,EMP-126
EMP-W-3362,Emily Fleming,Construction,2009-11-08,44035,EMP-101
EMP-W-3363,Dean Mullins,Machinist,2022-03-05,55659,EMP-128
EMP-W-3364,David Bird,Laborer,05/29/2018,70646,EMP-125
EMP-W-3365,Joe Greene,Welder,07/15/2015,107574,EMP-120
EMP-W-3366,Michael Lucas,Driver,10/27/2020,88641,EMP-110
EMP-W-3367,John Valenzuela,Machinist,2013-04-25,82149,EMP-138
EMP-W-3368,Jennifer Woodard,Supervisor,2006-02-08,55019,EMP-128
EMP-W-3369,Pamela Medina,Machinist,20-JAN-2003,46102,EMP-116
EMP-W-3370,Mariah Jones,Supervisor,2016-09-23,76200,EMP-118
EMP-W-3371,Ronnie Powers,Driver,2015-08-08,42188,EMP-126
EMP-W-3372,Heather Hess,Machinist,2008-01-09,57708,EMP-125
EMP-W-3373,Heather Thompson,Warehouse,2007-08-02,59933,EMP-101
EMP-W-3374,Melissa Smith,Warehouse,2023-06-25,90672,EMP-105
EMP-W-3375,Timothy Wallace,Warehouse,2003-10-08,55615,EMP-116
EMP-W-3376,Alejandro Campbell,Laborer,2016-12-10,28000,EMP-125
EMP-W-3377,Heather Davis,Welder,2005-04-09,71080,EMP-109
EMP-W-3378,Elizabeth Robbins,Supervisor,2020-07-07,49417,EMP-110
EMP-W-3379,Johnny Cox,Laborer,2019-04-01,62767,EMP-133
EMP-W-3380,Tanner Mann,Construction,12/28/2004,60439,EMP-131
EMP-W-3381,Craig Nicholson,Warehouse,2019-03-13,57073,EMP-113
EMP-W-3382,Sergio Carroll,Welder,2015-12-19,76226,EMP-118
EMP-W-3383,Juan Keller MD,Office,2002-05-06,34408,EMP-108
EMP-W-3384,Krystal Jones,Warehouse,03/01/2005,52693,EMP-138
EMP-W-3385,Austin Green,Welder,2014-11-04,74312,EMP-112
EMP-W-3386,Crystal Mills,Machinist,2005-09-30,50946,EMP-126
EMP-W-3387,Cheryl Gregory,Laborer,12/18/2017,33041,EMP-118
EMP-W-3388,Melissa Patel MD,Warehouse,2012-10-07,74033,EMP-139
EMP-W-3389,Jordan Pace,Warehouse,2004-04-13,82215,EMP-123
EMP-W-3390,Terri Williams,Driver,2003-12-17,61190,EMP-100
EMP-W-3391,Jessica Carney,Machinist,2003-06-24,28000,EMP-120
EMP-W-3392,Michael Owens,Warehouse,2006-09-05,74707,EMP-124
EMP-W-3393,Peter Stephenson,Welder,2005-07-10,32122,EMP-104
EMP-W-3394,Donald Fisher,Laborer,2020-03-27,67558,EMP-103
EMP-W-3395,Aaron Lee,Warehouse,2009-07-31,46025,EMP-130
EMP-W-3396,Kenneth Johnson,Laborer,2008-08-14,41122,EMP-100
EMP-W-3397,Vanessa Coleman,Office,2013-02-18,54045,EMP-119
EMP-W-3398,David Martin,Supervisor,2006-10-22,58700,EMP-108
EMP-W-3399,Mark Davis,machinist,2022-09-01,50404,EMP-116
EMP-W-3400,Robert Watkins,Construction,21-NOV-2016,72596,EMP-121
EMP-W-3401,Felicia Wright,Machinist,2003-07-07,53970,EMP-105
EMP-W-3402,David Peterson,Office,2010-04-12,79643,EMP-109
EMP-W-3403,Gavin Bauer,Driver,2012-10-30,67061,EMP-120
EMP-W-3404,Patricia Harvey,Machinist,2022-07-13,49443,EMP-131
EMP-W-3405,Lori Riley,Supervisor,2011-11-28,46413,EMP-127
EMP-W-3406,Antonio Johnson,Welder,10/27/2011,32345,EMP-139
EMP-W-3407,Ryan Brown,Supervisor,09/05/2012,67233,EMP-127
EMP-W-3408,Thomas Ramos,Supervisor,2017-02-09,55617,EMP-131
EMP-W-3409,Mark Jones,Construction,2017-09-22,28000,EMP-103
EMP-W-3410,Kristin Phillips,Machinist,01/14/2016,52357,EMP-103
EMP-W-3411,Brendan Walton,Machinist ,2014-03-14,45781,EMP-102
EMP-W-3412,Kyle Keller,Welder,2003-06-02,90362,EMP-110
EMP-W-3413,James Pope,Office,2003-07-23,31349,EMP-107
EMP-W-3414,Lisa Morgan,Laborer,2002-04-24,36055,EMP-128
EMP-W-3415,Rachel Gibson,Construction,2008-07-08,81979,EMP-129
EMP-W-3416,Corey Garcia,Driver,2002-05-25,86421,EMP-109
EMP-W-3417,Andrea Clarke,Supervisor,2018-12-19,48590,EMP-105
EMP-W-3418,Kenneth Walsh,Welder,2015-05-17,50622,EMP-111
EMP-W-3419,Jason Hardy,Welder,2016-12-17,73092,EMP-136
EMP-W-3420,David Robles,Laborer,26-DEC-2014,28000,EMP-133
EMP-W-3421,Eric Graham,Office,2016-05-30,28498,EMP-104
EMP-W-3422,Nicole Collins,Construction,2013-06-20,56946,EMP-106
EMP-W-3423,Patricia Hernandez,Laborer,2009-10-08,89898,EMP-118
EMP-W-3424,Grant Wood,Office,2019-01-15,54156,EMP-123
EMP-W-3425,Kevin Gregory,Supervisor,2019-10-03,63816,EMP-109
EMP-W-3426,Jonathon Conley,Driver,2023-03-20,82408,EMP-129
EMP-W-3427,Jennifer Gonzalez,Construction,2002-12-27,99923,EMP-117
EMP-W-3428,Terry Glover,Supervisor,2024-04-01,51616,EMP-102
EMP-W-3429,Michael Neal,Supervisor,2004-03-09,61696,EMP-136
EMP-W-3430,Ms. Erin Lane,Warehouse,09/17/2018,94796,EMP-103
EMP-W-3431,Lisa Barnes,Supervisor,2011-10-27,34600,EMP-103
EMP-W-3432,Jesse Mccormick,Office,2021-05-04,80496,EMP-105
EMP-W-3433,Daniel Smith,Welder,2006-08-15,43670,EMP-111
EMP-W-3434,David Hanson,Office,09/28/2013,63844,EMP-105
EMP-W-3435,Nicholas Cisneros,Warehouse,2023-08-04,57632,EMP-110
EMP-W-3436,Patrick Harris,Office,01/31/2007,44755,EMP-118
EMP-W-3437,William Cox,Driver,2017-08-06,44304,EMP-119
EMP-W-3438,Alvin Wilson,Office,2002-06-29,66975,EMP-119
EMP-W-3439,Cory Willis,Supervisor,15-AUG-2018,79919,EMP-106
EMP-W-3440,Amanda Johnson,Warehouse,2008-01-11,59664,EMP-131
EMP-W-3441,Christopher Mcclure,Office,2004-07-12,63262,EMP-130
EMP-W-3442,Gina Spencer,Office,2012-06-20,72281,EMP-105
EMP-W-3443,Alex Cameron,Supervisor,2005-07-23,44510,EMP-139
EMP-W-3444,Alisha Byrd,Office,2016-02-25,75314,EMP-127
EMP-W-3445,Richard Rodriguez,Laborer,05-MAY-2020,76748,EMP-132
EMP-W-3446,Elizabeth Allen,Construction,2009-03-07,108865,EMP-114
EMP-W-3447,Mary Pugh,Construction,2017-07-22,55230,EMP-133
EMP-W-3448,Yolanda Keith,Driver,2000-12-22,53754,EMP-118
EMP-W-3449,Ana Thomas,Office,2003-07-05,75841,EMP-105
EMP-W-3450,Rebecca Lee,Welder,2003-02-01,76743,EMP-109
EMP-W-3451,James Greene,Welder,10/12/2018,52368,EMP-115
EMP-W-3452,Dana Williams,Office,2001-01-17,54743,EMP-118
EMP-W-3453,Chelsea Nichols,Driver,16-MAY-2022,71740,EMP-102
EMP-W-3454,Erin Brown,Driver,2001-06-25,47103,EMP-132
EMP-W-3455,Shelley York,Office,2005-06-14,54610,EMP-106
EMP-W-3456,Stacey Clark,Welder,2003-09-02,63612,EMP-122
EMP-W-3457,John Alvarado,Driver,2013-01-29,79926,EMP-132
EMP-W-3458,Jordan Potter,Driver,13-OCT-2023,51117,EMP-129
EMP-W-3459,Katrina Jimenez,Machinist,2016-06-16,28837,EMP-125
EMP-W-3460,Frank Brooks,Driver,06/25/2022,28000,EMP-126
EMP-W-3461,Michelle Simpson,Supervisor,2011-02-28,39330,EMP-137
EMP-W-3462,James Morse,Construction,2004-02-07,38362,EMP-139
EMP-W-3463,Amanda Robinson,Supervisor,2012-08-15,59217,EMP-111
EMP-W-3464,Scott Foster,Machinist,01/16/2015,40600,EMP-105
EMP-W-3465,Stephen Duncan,Driver,2012-11-17,49350,EMP-127
EMP-W-3466,Jacqueline Pierce,Laborer,16-JUL-2000,48066,EMP-100
EMP-W-3467,Bradley Wallace,Driver,10/18/2006,54070,EMP-100
EMP-W-3468,Kevin Marshall,Construction,10/22/2016,85805,EMP-129
EMP-W-3469,Jessica Mcdonald,Construction,2006-05-04,73915,EMP-119
EMP-W-3470,Robert Stewart,Office,04/30/2008,62290,EMP-119
EMP-W-3471,Christopher Hall,Machinist,07/31/2020,53701,EMP-108
EMP-W-3472,Heather Miller,Warehouse,2023-11-21,54201,EMP-107
EMP-W-3473,Kayla Schneider,warehouse,2023-10-19,67899,EMP-101
EMP-W-3474,Tammy Garcia,Construction,2015-02-15,72515,EMP-109
EMP-W-3475,Andrew Gonzalez,Office,31-AUG-2013,45662,EMP-134
EMP-W-3476,Gary Turner,Driver,12/13/2015,62656,EMP-119
EMP-W-3477,Melinda Hill,Machinist,2003-09-22,28000,EMP-130
EMP-W-3478,Yolanda Murillo,Laborer,2005-08-02,65810,EMP-107
EMP-W-3479,Nancy Gaines,Machinist,2017-01-22,75718,EMP-128
EMP-W-3480,Elijah Short,Construction,2002-10-02,56958,EMP-101
EMP-W-3481,Jennifer Sullivan,Warehouse,2004-05-07,94697,EMP-112
EMP-W-3482,Mary Kennedy,Office,2011-04-15,46137,EMP-103
EMP-W-3483,Paige Hernandez,Laborer,2009-07-15,65913,EMP-106
EMP-W-3484,Darrell Curry,Office,2005-02-21,61355,EMP-131
EMP-W-3485,Jose Hartman,Laborer,20-JUN-2011,60194,EMP-131
EMP-W-3486,Miranda Murray,Construction,2006-08-01,59942,EMP-132
EMP-W-3487,Emily Lopez,Warehouse,2002-08-17,63927,EMP-103
EMP-W-3488,Melissa Clark,Laborer,2000-10-24,77263,EMP-127
EMP-W-3489,Justin Brooks,Driver,2010-05-06,86799,EMP-117
EMP-W-3490,Bethany Harding,construction,2005-10-19,61959,EMP-107
EMP-W-3491,Robert Flowers,Supervisor,2002-04-26,76675,EMP-128
EMP-W-3492,Jason Jennings,Laborer,2004-12-10,49368,EMP-110
EMP-W-3493,Richard Medina,Warehouse,2011-08-05,75787,EMP-130
EMP-W-3494,Alexander Floyd,Construction,2009-02-01,48284,EMP-114
EMP-W-3495,Brittany Cisneros,Warehouse ,2001-09-27,81631,EMP-137
EMP-W-3496,Mark Morrison,Construction,2009-04-19,101791,EMP-108
EMP-W-3497,Sharon Baird,Office,2011-05-09,59802,EMP-126
EMP-W-3498,James Ferguson,Construction,05/08/2008,28000,EMP-110
EMP-W-3499,Brian Hudson,Welder,21-MAR-2015,52134,EMP-105
EMP-W-3500,Steven Davis,Machinist,2002-11-07,84173,EMP-111
EMP-W-3501,Juan Johnson,Machinist ,2015-07-25,71955,EMP-138
EMP-W-3502,Katherine Lopez,Driver,08-JUN-2002,66480,EMP-126
EMP-W-3503,Victor Campbell,Welder,05/13/2002,80156,EMP-115
EMP-W-3504,Matthew Jones,Laborer,12-FEB-2015,70720,EMP-101
EMP-W-3505,Joseph Jackson,Welder,2008-06-01,83919,EMP-122
EMP-W-3506,Jennifer Moore,Machinist,2017-05-25,78549,EMP-132
EMP-W-3507,Joshua Mendoza,Driver,2023-01-29,89390,EMP-121
EMP-W-3508,Troy Glenn,Driver,2005-03-12,68458,EMP-139
EMP-W-3509,Daniel Reynolds,Driver,2014-05-05,78294,EMP-135
EMP-W-3510,Karen Munoz,Construction,2014-06-17,56471,EMP-116
EMP-W-3511,Laurie Shaw,Supervisor,2009-03-31,51173,EMP-102
EMP-W-3512,Desiree Smith,Machinist,06-JUL-2012,92721,EMP-132
EMP-W-3513,Austin Ross,Laborer,2019-11-03,65891,EMP-128
EMP-W-3514,Kelly Kent,Driver,2004-01-03,76487,EMP-106
EMP-W-3515,Julia Johnston,Laborer,2019-12-10,64227,EMP-132
EMP-W-3516,Donna Ibarra,Machinist,2019-10-13,51442,EMP-107
EMP-W-3517,Michael Dawson,Supervisor,2015-04-19,62197,EMP-110
